,AppNumber,ApplicantType,ApprovedMatching,ApprovedOutright,AwardMatching,AwardOutright,BeginGrant,CouncilDate,Discipline,DisciplineCount,Division,EndGrant,InstCity,InstCountry,InstPostalCode,InstState,Institution,OrganizationType,OriginalAmount,Participant,ParticipantCount,PrimaryDiscipline,Program,ProjectDesc,ProjectTitle,Supplement,SupplementAmount,SupplementCount,ToSupport,Unnamed: 0,YearAwarded
603,FA-10074-67,I,0.0,13270.0,0.0,13270.0,1966-10-01T00:00:00,1967-01-12,{'Name': 'British Literature'},1,Research Programs,1967-09-30T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",University,13270.0,"{'Firstname': 'Norman', 'Lastname': 'Kelvin', 'Institution': 'CUNY Research Foundation, City College', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-01T00:00:00'}",1,British Literature,Fellowships for University Teachers,{},Title not available,,,0,{},603,1967
868,RE-10022-69,O,0.0,8000.0,0.0,8000.0,1969-01-01T00:00:00,1968-11-18,{'Name': 'Music History and Criticism'},1,Research Programs,1969-12-31T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",University,8000.0,"{'Firstname': 'Barry', 'Lastname': 'Brook', 'Institution': 'CUNY Research Foundation, City College', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1969-01-01T00:00:00'}",1,Music History and Criticism,Editions,{},International Repertory of Music Literature Project,,,0,{},868,1969
878,RO-10016-67,O,0.0,31070.0,0.0,31070.0,1967-02-01T00:00:00,1967-05-22,{'Name': 'Music History and Criticism'},1,Research Programs,1968-02-29T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",University,31070.0,"{'Firstname': 'Barry', 'Lastname': 'Brook', 'Institution': 'CUNY Research Foundation, City College', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1967-02-01T00:00:00'}",1,Music History and Criticism,Basic Research,{},International Repertory of Music Literature Project,,,0,{},878,1967
2109,FB-*0040-79,I,0.0,20000.0,0.0,20000.0,1979-09-01T00:00:00,1978-11-01,{'Name': 'Unknown'},1,Research Programs,1980-08-31T00:00:00,New York,USA,10016,NY,"CUNY Research Foundation, Graduate School and University Center",Individual,20000.0,"{'Firstname': 'Joyce', 'Lastname': 'Gelb', 'Institution': 'CUNY Research Foundation, Graduate School and University Center', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1978-08-01T00:00:00'}",1,"Interdisciplinary Studies, General",Fellowships for College Teachers and Independent Scholars,{},"Fellowship, Political Science",,,0,{},1103,1979
2327,FR-*0024-79,I,0.0,16500.0,0.0,16500.0,1979-09-01T00:00:00,1978-11-01,{'Name': 'Unknown'},1,Research Programs,1980-08-31T00:00:00,New York,USA,10019,NY,"CUNY Research Foundation, Graduate School and University Center",Individual,16500.0,"{'Firstname': 'Mary', 'Lastname': 'Gibson', 'Institution': 'CUNY Research Foundation, Graduate School and University Center', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1978-08-01T00:00:00'}",1,"Interdisciplinary Studies, General","Residential College Teacher Fellowships, 1976 - 1981",{},"Fellowship, History",,,0,{},1321,1979
6180,FA-002779-79,I,0.0,20000.0,0.0,20000.0,1979-07-01T00:00:00,1978-08-01,"{'Name': 'Literature, General'}",1,Research Programs,1980-07-01T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",University,20000.0,,0,"Literature, General",Fellowships for University Teachers,{},The Function of Framing in the Poem,,,0,{},5174,1979
6462,FA-11334-76,I,0.0,10000.0,0.0,10000.0,1976-08-01T00:00:00,1975-11-01,{'Name': 'British Literature'},1,Research Programs,1978-01-31T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",University,10000.0,"{'Firstname': 'Frank', 'Lastname': 'Brady', 'Institution': 'CUNY Research Foundation, Graduate School and University Center', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1976-08-01T00:00:00'}",1,British Literature,Fellowships for University Teachers,"The second and final volume of a two volume biography of James Boswell, entitled James Boswell; The Later Years, written in collaboration with Frederick A. Pottle. Intended to be the standard biography of Boswell, this work is based mainly on materials in the Yale Boswell collection. The first volume was published in 1966. The second volume will include an extensive critical examination of Boswell's two major biographical studies.",James Boswell: The Later Years (A Biographical and Critical Study),,,0,{},5456,1976
6609,FA-12294-78,I,0.0,20000.0,0.0,20000.0,1978-02-01T00:00:00,1978-05-01,{'Name': 'Law and Jurisprudence'},1,Research Programs,1979-01-31T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",University,20000.0,"{'Firstname': 'Saul', 'Lastname': 'Touster', 'Institution': 'CUNY Research Foundation, Graduate School and University Center', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1978-02-01T00:00:00'}",1,Law and Jurisprudence,Fellowships for University Teachers,"Study will be a close examination of the ""texts"" of Holmes's life— his judicial opinions, his speeches and his letters—using the tools of new criticism and psychological theory. The moral passage of Oliver Wendell Holmes, Jr., from young Abolitionist, volunteering and wading through a ""sea of blood,"" to judge on the Massachusetts Supreme Court, skeptical and aloof, offers striking parallels to what happened to the spirit of the country at large after the Civil War. Focus will be on how this transformation of character, in Holmes and in the country, from 1860 to 1900, was effected and its ""style"" and psychology will be identified.",The Moral Passage of Justice Holmes: Judgment and Character in the Gilded Age,,,0,{},5603,1978
7478,FP-020079-79,O,0.0,45509.0,0.0,45509.0,1978-12-01T00:00:00,1978-08-01,"{'Name': 'Social Sciences, General'}",1,Fellowships and Seminars,1979-09-30T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",University,45509.0,"{'Firstname': 'Herbert', 'Lastname': 'Gutman', 'Institution': 'CUNY Research Foundation, Graduate School and University Center', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1978-12-01T00:00:00'}",1,"Social Sciences, General",Fellowships & Stipends For Professionals,{},Americans at Work: Changing Social and Cultural Practices,,,0,{},6472,1979
7507,FP-10139-77,I,0.0,43294.0,0.0,43294.0,1976-12-01T00:00:00,1976-09-01,"{'Name': 'Interdisciplinary Studies, General'}",1,Fellowships and Seminars,1977-08-31T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",University,43294.0,"{'Firstname': 'Herbert', 'Lastname': 'Gutman', 'Institution': 'CUNY Research Foundation, Graduate School and University Center', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1976-12-01T00:00:00'}",1,"Interdisciplinary Studies, General",Fellowships & Stipends For Professionals,"To address the nature of the changing work experience and the relationship between it and larger social and cultural processes. The purpose of the seminar is to put the contemporary ""crisis"" over work into a meaningful historical perspective.","Profession Seminar Entitled ""Americans at Work: Changing Social and Cultural Practices""",,,0,{},6501,1977
7516,FP-10217-78,I,0.0,42594.0,0.0,42594.0,1977-12-01T00:00:00,1977-08-01,{'Name': 'Labor History'},1,Fellowships and Seminars,1978-08-31T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",University,42594.0,"{'Firstname': 'Herbert', 'Lastname': 'Gutman', 'Institution': 'CUNY Research Foundation, Graduate School and University Center', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1977-12-01T00:00:00'}",1,Labor History,Fellowships & Stipends For Professionals,"A seminar for labor leaders which will address the changing work experience and the relationship between it and larger social and cultural processes. Four historic work patterns shall be examined: pre-industrial, industrializing, industrial, and contemporary. Attention shall focus on workers outside and inside the labor movement and on rural as well as urban workers.",Americans at Work: Changing Social and Cultural Practices,,,0,{},6510,1978
7673,FS-014479-79,O,0.0,45937.0,0.0,45937.0,1979-01-01T00:00:00,1978-08-01,"{'Name': 'Literature, General'}",1,Education Programs,1979-08-31T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",University,45937.0,"{'Firstname': 'Frank', 'Lastname': 'Brady', 'Institution': 'CUNY Research Foundation, Graduate School and University Center', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1979-01-01T00:00:00'}",1,"Literature, General",Seminars for College Teachers,{},Biographical Methods and Materials: Johnson and Boswell,,,0,{},6667,1979
11633,FA-10718-73,I,0.0,18000.0,0.0,18000.0,1973-09-01T00:00:00,1973-02-01,"{'Name': 'Interdisciplinary Studies, General'}",1,Research Programs,1974-08-31T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",University,18000.0,"{'Firstname': 'Marshall', 'Lastname': 'Berman', 'Institution': 'CUNY Research Foundation, Graduate School and University Center', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1973-09-01T00:00:00'}",1,"Interdisciplinary Studies, General",Fellowships for University Teachers,"To write a book with the intent of investigation and unraveling some of the connections between ""modernist"" (or modernistic) culture and modernized (or modernizing) society.  The focus will be on selected people, situations, and ideas in Europe and America, over the last 2 centuries.",All That is Solid Melts in the Air: A Study of Modernism and Modernization,,,0,{},10627,1973
11657,FA-10802-74,I,0.0,18000.0,0.0,18000.0,1974-09-01T00:00:00,1974-02-01,{'Name': 'Russian History'},1,Research Programs,1975-08-31T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",University,18000.0,"{'Firstname': 'Abraham', 'Lastname': 'Ascher', 'Institution': 'CUNY Research Foundation, City College', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1974-09-01T00:00:00'}",1,Russian History,Fellowships for University Teachers,"To examine in depth the Russian Revolution of 1905, beginning with a study of the domestic repercussions to the Russo-Japanese War in 1904 and ending with an account of Stolypin's coup d'etat of 1907 which marked the final triumph of the autocracy over the opposition.  The Revolution of 1905 is significant because it differed from any other revolution in Europe during the 18th and 19th centuries, and foreshadowed convulsions that have taken place in various underveloped countries in recent years.",The Russian Revolution of 1905,,,0,{},10651,1974
12020,FA-11928-77,I,0.0,20000.0,0.0,20000.0,1977-09-01T00:00:00,1977-05-01,{'Name': 'American Literature'},1,Research Programs,1978-08-31T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",University,20000.0,"{'Firstname': 'Evelyn', 'Lastname': 'Barish', 'Institution': 'CUNY Research Foundation, College of Staten Island', 'City': 'Staten Island', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1977-09-01T00:00:00'}",1,American Literature,Fellowships for University Teachers,{},Emerson and Death,,,0,{},11014,1977
12331,FB-11131-72,O,0.0,11250.0,0.0,11250.0,1972-09-01T00:00:00,1972-02-01,{'Name': 'Art History and Criticism'},1,Research Programs,1973-05-31T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",University,11250.0,"{'Firstname': 'Rose-Carol', 'Lastname': 'Long', 'Institution': 'CUNY Research Foundation, Graduate School and University Center', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1972-09-01T00:00:00'}",1,Art History and Criticism,Fellowships for College Teachers and Independent Scholars,To examine the paintings and essays produced by Vasily Kandinsky in Munich during the years 1909-1914 which established his reputation as a pioneering abstractionist.,Vasily Kandinsky and the Evolution of Abstraction,,,0,{},11325,1972
12434,FB-11592-73,I,0.0,11250.0,0.0,11250.0,1973-06-01T00:00:00,1973-02-01,"[{'Name': 'Art History and Criticism'}, {'Name': 'History of Science'}]",2,Research Programs,1974-06-30T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",University,11250.0,"{'Firstname': 'Joseph', 'Lastname': 'Dauben', 'Institution': 'CUNY Research Foundation, Graduate School and University Center', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1973-06-01T00:00:00'}",1,History of Science,Fellowships for College Teachers and Independent Scholars,To study and explain how and why the Reaissance relied upon the study of mathematics as a serious and integral part of the training of artists.,Science and Art in the Renaissance (with Special Attention to Mathematics and Theories of Perspective),,,0,{},11428,1973
13151,FR-10314-78,I,0.0,15000.0,0.0,15000.0,1978-09-01T00:00:00,1978-05-01,"[{'Name': 'Art History and Criticism'}, {'Name': 'Literature, General'}]",2,Research Programs,1979-05-31T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",University,15000.0,"{'Firstname': 'Pamela', 'Lastname': 'Sheingorn', 'Institution': 'CUNY Research Foundation, Graduate School and University Center', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1978-09-01T00:00:00'}",1,Art History and Criticism,"Residential College Teacher Fellowships, 1976 - 1981",To examine drama dealing with the Resurrection of Christ in relation to the iconography of this theme in medieval painting and sculpture. It is based on a methodology which has found artistic evidence most pertinent to a full understanding of this drama. Study will show how the scene was constructed and its impact on an audience and will examine its place in the cycle plays.,The Resurrection in Art and Drama,,,0,{},12145,1978
13471,FS-10792-78,I,0.0,101134.0,0.0,101134.0,1978-01-01T00:00:00,1977-08-01,"{'Name': 'Interdisciplinary Studies, General'}",1,Education Programs,1978-09-30T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",University,101134.0,"{'Firstname': 'Marcel', 'Lastname': 'Gutwirth', 'Institution': 'CUNY Research Foundation, Graduate School and University Center', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1978-01-01T00:00:00'}",1,"Interdisciplinary Studies, General",Seminars for College Teachers,"Readings in theory of laughter and the comic, ranging from Aristotle to contemporary research in psychology, ethology, and stylistics. Inquiry as to the relationship between theory and practice. Comedies of Moliere and Shakespeare will invite consideration of French and Anglo-Saxon practice, and of the theory which diverges from it. Reading will also include Beckett, perhaps by way of Rabelais and Joyce, Tati and Chaplin.",Theory of the Comic and the Art of Comedy,,,0,{},12465,1978
13473,FS-10796-78,I,0.0,41261.0,0.0,41261.0,1978-01-01T00:00:00,1977-08-01,"{'Name': 'Literature, General'}",1,Education Programs,1978-12-31T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",University,41261.0,"{'Firstname': 'Mary', 'Lastname': 'Caws', 'Institution': 'CUNY Research Foundation, Graduate School and University Center', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1978-01-01T00:00:00'}",1,"Literature, General",Seminars for College Teachers,"A study of poetics, specifically of relations between theme and form, drawing on examples from twentieth-century European and American literature with particular emphasis on French and Spanish poetry.","Poem and Metapoetics: Theory, Theme and Text",,,0,{},12467,1978
13486,FS-10830-78,I,0.0,45739.0,0.0,45739.0,1978-01-01T00:00:00,1977-08-01,"{'Name': 'Philosophy, General'}",1,Education Programs,1978-09-30T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",University,45739.0,"{'Firstname': 'Arnold', 'Lastname': 'Rogow', 'Institution': 'CUNY Research Foundation, Graduate School and University Center', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1978-01-01T00:00:00'}",1,"Philosophy, General",Seminars for College Teachers,To investigate the relevance of psychological theories and concepts to biographical study of political leaders. The central assumption the seminar is that political roles and careers are significantly affected by unconscious as well as conscious variables. The seminar will explore a variety of behavioral and psychoanalytic theories and their applications to political biography. Psychological and non-psychological biographies of the same individual will be compared and contrasted.,Psychoanalysis and Psychobiography,,,0,{},12480,1978
13490,FS-10840-78,I,0.0,48387.0,0.0,48387.0,1978-01-01T00:00:00,1977-08-01,{'Name': 'Literary Criticism'},1,Education Programs,1978-09-30T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",University,48387.0,"{'Firstname': 'Morris', 'Lastname': 'Dickstein', 'Institution': 'CUNY Research Foundation, Graduate School and University Center', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1978-01-01T00:00:00'}",1,Literary Criticism,Seminars for College Teachers,"A seminar exploring the relationship between changes in contemporary society and changes in literary style and content. American writing, from 1950 to the present, will be viewed in terms of the changes in sensibility, culture and social life during that period. The course will use the cultural resources of New York City to explore parallel developments in other creative arts.",Contemporary Literature in its Cultural Context,,,0,{},12484,1978
